Ticker,Name,EBIT/Tot Int Exp:2024,EBIT/Tot Int Exp:2023,EBIT/Tot Int Exp:2022,EBIT/Tot Int Exp:2021,EBIT/Tot Int Exp:2020C,EBIT/Tot Int Exp:2019,EBIT/Tot Int Exp:2018,EBIT/Tot Int Exp:2017,EBIT/Tot Int Exp:2016
TRAK US Equity,REPOSITRAK INC,178.3793,83.4658,99.6371,27.1129,21.8215,93.461, , , 
RST LN Equity,RESTORE PLC,2.2177,-1.0791,3.156,3.8272,1.4706,3.5833,6.5263,4.96,4.75
RETI IM Equity,RETI SPA,5.8875,9.5576,6.5309,10.095,7.7276,4.7729, , , 
RSS SM Equity,REVENGA INGENIEROS SA, , , , , , , , , 
REVO CN Equity,REVOLUGROUP CANADA INC, , ,-110.663,-108.3337,-163.6792, , , , 
RZLV US Equity,REZOLVE AI PLC, , , , , , , , , 
RBBN US Equity,RIBBON COMMUNICATIONS INC,0.4941,-0.8781,-2.4148,-6.0211,0.0776, , , , 
ALRIB FP Equity,RIBER SA,60.7973,39.34,-0.0606,13.1875,28.7917,61.2667,1.2,1892.5,-86.9231
RELL US Equity,RICHARDSON ELEC LTD, , , , , , , , , 
RGTI US Equity,RIGETTI COMPUTING INC, , , , , , , , , 
RMNI US Equity,RIMINI STREET INC,-5.0956,7.9256,1.8939,17.2729,232.2597,55.6181,0.9076,0.5068,1.0431
RNG US Equity,RINGCENTRAL INC-CLASS A,0.0411,-5.523,-135.1103,-4.6874,-2.2978,-2.2267,-1.0207,-53.9192,-34.7882
RISK SS Equity,RISK INTELLIGENCE A/S,-1.3518,-2.1481,-2.9896,-2.595,-2.7924,-13.2222,-26.7184,-0.9013,-0.4966
RISMA DC Equity,RISMA SYSTEMS A/S,-19.2356,-74.1799,-28.3978,-205.6182,-35.4709,-87.978, , , 
RIVF US Equity,RIVULET ENTERTAINMENT INC, ,-50.4777,-23.8664,-35.8291,-16.2987,-12.1443,-6.5095,-7.9605,-6.0153
RIWI CN Equity,RIWI CORP,-28.8896, , ,-135.396, , , , , 
RBSY US Equity,ROBOSERVER SYSTEMS CORP, , , , , , , , , 
RBT SM Equity,ROBOT SA,5.287,0.0276,0.0819,-2.5183,-9.0997,17.9518,6.2944, ,4.3759
RCTY US Equity,ROCKET CITY ENTERPRISES INC, , , , , , , , , 
RTNB US Equity,ROOT9B HOLDINGS INC, , , , ,-34.6434, , , ,-34.6434
ROP US Equity,ROPER TECHNOLOGIES INC,7.7037,10.5962,7.9236,5.3065,5.8284,7.1337,7.6683,6.7025,9.453
RDT LN Equity,ROSSLYN DATA TECHNOLOGIES PL,-69.4706, ,-91.1591,-23.6129,-10.85,-9.3064,-35.3979, , 
RCHN US Equity,ROUCHON INDUSTRIES INC, , , , , , , , , 
ROI CN Equity,ROUTE1 INC,-1.1978,-1.2642,-1.0964,1.606,3.9332,5.5381, , , 
ROV DC Equity,ROVSING A/S,0.8967,-0.794,-0.6939,-2.9137,-5.3487,-3.9688,-5.7285,-1.5078,-30.0699
RINVS US Equity,RSE INNOVATION SER #URL5, , , , , , , , , 
RTX DC Equity,RTX A/S,-14.611,27.7353,19.1207,2.401,51.5234, , ,10325.8574,1461.4445
R1B GR Equity,RUBEAN AG, , , , ,-6.3038,-6.3038,-8.2134,-22.8888,-19.3962
RBTC US Equity,RUBICON TECHNOLOGIES INC, ,-0.8373,-15.0203, , , , , , 
RBCN US Equity,RUBICON TECHNOLOGY INC, , ,15, , , , , ,-633.5051
RBRK US Equity,RUBRIK INC-A,-10.1174,-22.3373, , , , , , , 
RVYL US Equity,RYVYL INC,-6.6939,-0.7468,-1.6261,-5.93,-3.3822,-7.017,-16.0217, , 
SOI FP Equity,S.O.I.T.E.C.,12.7759,20.9497,16.197,8.1369,12.4408,10.8453,21.6394,1.5036,-0.4093
SBIO CN Equity,SABIO HOLDINGS INC,1.5985,-3.5494,-0.5607, , , , , , 
SPAI US Equity,SAFE PRO GROUP INC,-23.3332,-766.6136,-103.8503, , , , , , 
SFTR SS Equity,SAFETURE AB,-0.3294,-1.0397,-104.2778,-290.15,-113.6441,-172.34,-65.9938, , 
SGE LN Equity,SAGE GROUP PLC/THE,10.5116,7.5,13.1071,15.5417,16.8333,13.1724,12.9394,12.8889,11.6087
SAIL US Equity,SAILPOINT INC,-1.7787,-4.1418,-22.5303, , , , , , 
CRM US Equity,SALESFORCE INC, ,3.5889,2.537,4.1364,2.2672,3.474,5.2184,2.4494,1.1849
SLNM US Equity,SALON MEDIA GROUP INC, , , , ,-15.093,-15.093,-28.65,-73.4615,-46.8049
IOT US Equity,SAMSARA INC-CL A, , , , , , , , , 
SNDK US Equity,SANDISK CORP,-11.7,-65.6452,80, , , , , , 
STC CN Equity,SANGOMA TECHNOLOGIES CORP,-0.4308,-0.438,-1.4305,3.2128,4.0267,5.2847,17.7906,12.6895,4.0442
SANM US Equity,SANMINA CORP,11.4962,12.556,15.5511,14.388,7.8776,9.3007,4.3067,10.3249,9.0235
STR/H CN Equity,SANTA ROSA RESOURCES CORP,-1.3641,-1.5479,-1.6322,-3.4173,-3.4166,-5.0786,-13.4691,-32.1518, 
SANT US Equity,SANTEON GROUP INC, , , , ,6.5365, , , , 
SAP GR Equity,SAP SE,10.9251,9.0751,22.386,22.1857,25.9725,12.3564,18.2788,23.7902,23.1306
SAHN US Equity,SAUDI AMERICAN HOLDINGS CORP, , , , ,-33.7339, , , , 
SCGX US Equity,SAXON CAPITAL GROUP INC, , , , ,-72.4249, , , , 
MLSBT FP Equity,SBT, , ,32.0874,71.7366,-34.8165,51.3129, , ,45.2721
SCTN US Equity,SCHIMATIC CASH TRANSACTIONS, , , , ,-0.4643, , , , 
SDGR US Equity,SCHRODINGER INC, , , , , , , , , 
SCE GR Equity,SCHWEIZER ELECTRONIC AG,-5.0047,13.7009,-5.2598,-5.364,-5.6752,-5.3012,2.1197,1.2361,1.6804
SAIC US Equity,SCIENCE APPLICATIONS INTE,6.175,4.175,4.4,3.1967,4.1111,4.1509,5.8182,5.0577,5.1591
SCNTQ US Equity,SCIENT INC, , , , , , , , , 
SCPE CN Equity,SCOPE TECHNOLOGIES CORP, , , ,-1.574, , , , , 
SCOUT SS Equity,SCOUT GAMING GROUP AB,-3.3134,-16.3179,-34.7002,-2683.6785,-492.4839,-13203,-272.0181,-163.1282,-13.8898
SCYB CN Equity,SCRYB INC,-30.0216,-43.2045,-134.1442,-136.7716, , , , , 
SYPT US Equity,SCRYPT INC, , , , ,-1.6479, , , , 
SDI LN Equity,SDI GROUP PLC,4.4616,7.0546,34.5661,20.9164,13.8583,28.7532,28.7143,14.7049,12.575
SDIPB SS Equity,SDIPTECH AB - B,4.5204,4.8253,8.1476,12.0963,17.9133,13.7764,13.0273,15.56,15.8286
SEAC US Equity,SEACHANGE INTERNATIONAL INC, , , , , , , , , 
STX US Equity,SEAGATE TECHNOLOGY HOLDINGS,1.3614,-1.0654,7.7579,6.6311,6.2802,6.5507,6.8945,4.6637,2.1602
LAES US Equity,SEALSQ CORP,-17.1396,-6.0102,7.2761,-30.1856,-1073.125, , , , 
SDS SS Equity,SEAMLESS DISTRIBUTION SYSTEM,0.8097,0.5823,-2.0789,1.7331,3.5268,2.2203,0.3747,2.0454,1872.3529
SLLN US Equity,SEARCHLIGHT SOLUTIONS LTD, , , , , , , , , 
IOT IM Equity,SECO SPA,-2.1954,2.9112,15.8157,12.4836,35.3155,19.5543,15.5673, , 
YSN GR Equity,SECUNET SECURITY NETWORKS AG,31.0308,47.9401,92.2491,216.6434,153.1829,91.4271,199.1632,178.7263,96.4149
SSVC US Equity,SECURED SERVICES INC, , , , , , , , , 
M14K GR Equity,SECURIZE IT SOLUTIONS AG, ,-0.1428,-4.081,463.724,-83.2514,-73.4849,-5.8318,-1.3876, 
SRLX US Equity,SECURLINX CORP, , , , , , , , , 
SKUR CN Equity,SEKUR PRIVATE DATA LTD, , , , , , , , , 
SEMR US Equity,SEMRUSH HOLDINGS INC-A, , , , , , , , , 
SMTC US Equity,SEMTECH CORP,-9.8559,5.2589,28.485,14.0472,5.7115,11.4648,8.6319,9.041,3.8367
SENS SW Equity,SENSIRION HOLDING AG,-541.2353,-63.3913,264.8292,258.5219,371.4789,-4.2505,-6.3499,1.307,20.5593
SDET SS Equity,SENSODETECT AB,-243.525,-11.7331, , ,-58.1883,-24.2704,-34.2537,-45.7216,-41.7988
S US Equity,SENTINELONE INC -CLASS A,-311.1974,-219.9869,-339.5578,-82.4547,-37.2129, , , , 
SQNS US Equity,SEQUANS COMMUNICATIONS-ADR,2.9304,-2.6153,-0.3514,-1.617,-1.7021,-2.8993,-5.7861,-4.1792,-5.2876
SRP LN Equity,SERCO GROUP PLC,3.0809,8.4251,8.8874,8.8889,6.7258,3.6587,3.5903,-0.3856,0.5116
SCO SM Equity,SERESCO SA,11.7021,10.5743,21.4243,2.5627, , , , , 
NOW US Equity,SERVICENOW INC,59.3043,31.75,13.1481,9.1786,6.0729,1.2656,-0.8045,-1.2061,-12.7053
TTAN US Equity,SERVICETITAN INC-A,-11.1258,-4.0676, , , , , , , 
SJJ GR Equity,SERVICEWARE SE,-0.797,-12.9444,-57.157,-7.0714,-7.1247,-12.9344,10.4756,28.0199,16.6481
SES IM Equity,SESA SPA,3.6214,9.4637,25.6676,20.9534,19.2867,17.9496,18.2604,15.4116,12.5528
T3T1 GR Equity,SEVEN PRINCIPLES AG,13.3694,4.5588,12.6625,3.313,2.3645,-7.5297,1.2858,-0.0152,-2.8503
SHPWQ US Equity,SHAPEWAYS HOLDINGS INC, ,-317.5175,-3422.5715,-19.8639, , , , , 
SBET US Equity,SHARPLINK GAMING INC,-14.6771, , , , ,-9.4444,-48.4118, , 
SWG LN Equity,SHEARWATER GROUP PLC,-48.1493,-124.1039,9.5091,1.155,-1.2679,-40.9512, , , 
SHOP CN Equity,SHOPIFY INC - CLASS A, , ,-235.0097,76.909,9.9233, , , , 
SHTB SS Equity,SHT SMART HIGH-TECH AB-B,-226.5137,-1589.6245,-4987.6572,-382.1598, ,-18, , , 
SIAV IM Equity,SIAV SPA,0.8595,2.8603,7.1503,10.6173,5.1696, , , , 
SDCH US Equity,SIDECHANNEL INC, , , , ,-6.8632, , , , 
ALBFR FP Equity,SIDETRADE,116.7265,73.761,29.9356,54.7743,179.2002,-2.8211,27.0876,88.2085,14037.1357
SGHT US Equity,SIGHT SCIENCES INC,-10.8391,-10.5906,-18.7985,-11.7907,-13.3949,-12.2585, , , 
SGMA US Equity,SIGMATRON INTERNATIONAL INC,0.6885,2.9698, ,2.8014,1.5294,1.2757,-1.8924,2.8755,4.3029
SDVI US Equity,SIGNATURE DEVICES INC, , , , , , , , , 
SGN US Equity,SIGNING DAY SPORTS INC,-9.5152,-5.5432,-10.6961,-109.1968, , , , , 
SIILI FH Equity,SIILI SOLUTIONS OYJ,10.5029,31.6927,46.3425,28.0185,37.4437,8.7835,33.7671,198.8846,159.3846
SLAB US Equity,SILICON LABORATORIES INC,-126.3282,-4.3489,17.7391,-1.0582,2.8022,2.8022,4.3266,6.0146,25.6192
WAF GR Equity,SILTRONIC AG,3.8854,10.745,68.88,109.7857,85.1739,147.8636,622.125,198.9167,14.5152
SVCO US Equity,SILVACO GROUP INC,-44.8042,1.8173,-5.2761, , , , , , 
SBDS LN Equity,SILVER BULLET DATA SERVICES,-3.5629,-6.0557,-38.9721,-451.6538,-211.2501,-199.6056,-170.1296, , 
SIMC US Equity,SIMCLAR INC, , , , ,2.8587, , , , 
SIMPQ US Equity,SIMPLY INC, , ,-4.6109,-8.4399,-2.7172,-2.7172,-7.8088,-24.5714,-9.6311
SMRL US Equity,SIMTROL INC, , , , ,-30.8735, , , , 
SLP US Equity,SIMULATIONS PLUS INC, , , ,511.5, ,97.6249,67.2908,216.4105, 
SINCH SS Equity,SINCH AB,-2.06,1.419,-11.6582,2.6499,13.8202,13.9565,6.4641,7.0379,13.86
SNG SM Equity,SINGULAR PEOPLE,12.5698,16.8661,41.6512,59.6779,56.8752,37.2498,35.2718, , 
SITM US Equity,SITIME CORP,-152.0317,-3.9766,2.214, ,-11.8636,-2.8431,-5.1521,6.4253, 
STTO US Equity,SITO MOBILE LTD, , , , , , , ,-11.1391,-1.0394
SYTA US Equity,SIYATA MOBILE INC, , ,-76.3892,-10.2685,-763.4481,-575.6261, ,-22.4769,-7.5104
SKL LN Equity,SKILLCAST GROUP PLC,9.8652,-45.0729,-25.9881,4.092,96.6367,67.2646, , , 
SKIL US Equity,SKILLSOFT CORP,-4.7236,-15.0322,-2.3399, , , , , , 
SKKY US Equity,SKKYNET CLOUD SYSTEMS INC, , , , , , , , , 
SCHOOL SS Equity,SKOLON AB, ,664.0884,-490.2943,-1736.8182,-380.136, , , , 
SKYT US Equity,SKYWATER TECHNOLOGY INC,0.7423,-1.366,-5.731,-16.122,-1.3702,-1.3702, , , 
SWKS US Equity,SKYWORKS SOLUTIONS INC,20.7622,17.4689,31.8789,120.3507, , , , , 
SLEEP SS Equity,SLEEP CYCLE AB,111.9183,46.232,309.0949,81.2992,292.9323,320.8766,206.2914, , 
SDEC US Equity,SMART DECISION INC, , , , , , , , , 
SEYE SS Equity,SMART EYE AB,-56.5068,-125.5111,-328.5766,-451.4103,-292.5977,-159.4615,-150.938,-92.5513,-8.9775
SMCRT NO Equity,SMARTCRAFT ASA,47.2332,111.2689,91.2699,9.1146,5.9586,4.0265,1.5376, , 
SMTK US Equity,SMARTKEM INC, , , , , , , , , 
SMME US Equity,SMARTMETRIC INC, , , , , , , , , 
SMOP NO Equity,SMARTOPTICS GROUP AS,13.7042,58.4444,40.6114,27.509,0.6739,0.8697, , , 
S247 LN Equity,SMARTTECH247 GROUP PLC,5.3023,3.03, ,23.0321,56.6881,5.5083, , , 
SMSI US Equity,SMITH MICRO SOFTWARE INC, ,-2.8415,-11.5399, , , ,-2.572,-5.0661,-50.8147
CICN US Equity,SMS ALTERNATIVES INC, , , , ,-5.1885,-5.1885,-5.6455,-4.7446,-7.8778
SMX US Equity,SMX SECURITY MATTERS PLC-A, , , , , , , , , 
SNOW US Equity,SNOWFLAKE INC-CLASS A, , , , , , , , , 
SHF GR Equity,SNP SCHNEIDER-NEUREITHER & P,5.8115,4.5911,1.292,2.8763,1.3259,2.7194,-1.7098,1.6922,4.889
SOBR US Equity,SOBR SAFE INC,-16.7718,-11.9371,-4.107,-3.912,-20.5608,-1.6786,-1.136,-0.9871,-1.8143
SPLY US Equity,SOCIALPLAY USA INC, , , , , , , , , 
SOPA US Equity,SOCIETY PASS INC,-61.2665,-76427.3125,-1360.5281,-824.1124,-76.5528,-896.8264, , , 
SCKT US Equity,SOCKET MOBILE INC,-7.443,-12.8881,-2.548,13.5591,-44.6267,6.0242,-4.5562,30.4333,19.565
SCT LN Equity,SOFTCAT PLC,347.7743,687.3073,538.1226,250.348,301.6329, , , , 
SOFT US Equity,SOFTECH INC, , , , ,-6.0417, , , ,-6.0417
SYT GR Equity,SOFTING AG,0.2239,-4.6786,-5.7408,-4.1471,-11.063,10.2064,15.6017,10.5489,28.2782
SFT IM Equity,SOFTLAB SPA,1.3475,19.5694,14.5827,30.7903,6.5122,105.2353,-50.4133,-144.3088,-143.1154
SOFB SS Equity,SOFTRONIC AB-B SHS,105.0452,86.553,64.5587,151.7448,34.9493,24.5573,972.7857,783.9529, 
SFT LN Equity,SOFTWARE CIRCLE PLC,-6.9727,-1.2902,-2.2237,-3.9099,-9.9819,-18.4383,-7.9928,-46.8095,-15.5625
SFWJ US Equity,SOFTWARE EFFECTIVE SOLUTIONS, , , , , , , , , 
SWON SW Equity,SOFTWAREONE HOLDING AG,2.2023,8.0245,14.7017,27.2219,28.7725,28.7115,48.9436,20.1912,10.1211
SOFTWEB GA Equity,SOFTWEB - ADAPTIVE IT SOLUTI,50.0892,47.713,32.6527, , , , , , 
SLNX US Equity,SOLANBRIDGE GROUP INC, , , , , , , , , 
SOLI LN Equity,SOLID STATE PLC,9.3942,11.2536,16.4867,50.4118,32.0417,25.4679,86.6129,65.1429,38.8573
S3D IM Equity,SOLID WORLD GROUP SPA,2.1313,-0.6035,1.5432,2.8523,0.9705, , , , 
SODI US Equity,SOLITRON DEVICES INC,5.2768,-6.0278,22.2524,233.8, , , , , 
SOLTEQ FH Equity,SOLTEQ OYJ,0.9325,-2.0234,-2.7333,4.7329,3.2385,3.5275,1.4775,0.1819,3.6243
480S SM Equity,SOLUCIONES CUATROOCHENTA SA,2.5393,0.7436,-0.8149,-2.0178,-2.0672,8.87,26.4532, , 
SLSA GR Equity,SOLUTIANCE AG,-2.1188,-1.0439, , ,-17.7395,-17.2661,-11.9653,-7.6209, 
S30 FP Equity,SOLUTIONS 30 SE,0.0571,-0.3034,-7.4336,3.7094,15.316,18.4622,17.8735,6.7854,8.9114
SOFO US Equity,SONIC FOUNDRY INC, ,-9.8339,-223.3226,18.3409,1.1185,-2.796,-26.6429,-9.6568,-3.8317
SONM US Equity,SONIM TECHNOLOGIES INC,-1159.9656,34.2,-147.3196, ,-38.5507,-14.705,2.9508,-8.2561, 
SXHHF US Equity,SONOMAX TECHNOLOGIES INC, , , , ,-7.9343, , , , 
SONO US Equity,SONOS INC,-108.9478,-28.0314,162.1956,261.7635,-18.3141,2.2805,-1.6931, , 
SOPH US Equity,SOPHIA GENETICS SA,-34.7977,-127.2551,-137.4382,-108.6459,-44.5083,-33.0809, , , 
SOP FP Equity,SOPRA STERIA GROUP,13.0028,9.4655,21.7651,19.5806,11.2389,13.2958,12.0532,12.1014,8.2828
SORT LN Equity,SORTED GROUP HOLDINGS PLC,-5.638,-19.4653, , ,-247.1997,-177.1248, ,-314.8763,-18.992
SOUND SS Equity,SOUND DIMENSION AB,-21.4187,-28.91,-89.4652,-11.6921,-11.3367,-43.3498, , , 
SOUN US Equity,SOUNDHOUND AI INC-A,-28.0533,-3.9048,-15.2919,-7.8311, , , , , 
SOYO US Equity,SOYO GROUP INC, , , , ,3.2828, , , , 
SPACE GA Equity,SPACE HELLAS SA TELECOMMUNIC,1.2274,1.349,1.2584,1.5452,1.5812,1.8205,2.1031,1.6694,1.6716
SPSY LN Equity,SPECTRA SYSTEMS CORP,58.0113, , , , , , , , 
FCCN US Equity,SPECTRAL CAPITAL CORP, , , , , , , , , 
SPEONE SS Equity,SPECTRUMONE AB,-7.6871,-7.8724,-7.6745,-9.4009,-8.0779,-20.6591,-11.0529,0.0332,-4.6881
SPDC US Equity,SPEED COMMERCE INC, , , , ,-8.9718, , , , 
SPPH US Equity,SPENCER PHARMACEUTICAL INC, , , , , , , , , 
SPTZ CN Equity,SPETZ INC,-3.7862, ,-660.3397,-4.8502,-4.2913,-62.5187, , , 
ANY US Equity,SPHERE 3D CORP, ,-25.3584, ,-38.2132,-8.1937,-17.0652,-166.0526, ,-12.5465
SPN IM Equity,SPINDOX SPA,2.2948,1.6279,3.2956,9.4407,6.3539,8.3469,4.7389,3.1233,16.6461
SPIR NO Equity,SPIR GROUP ASA,0.868,0.9594,0.3615,0.8482,6.2231, , , , 
SPT LN Equity,SPIRENT COMMUNICATIONS PLC,10.3,20.4444,112.7,94.7273,34.1786,26.0588, , , 
SPIR CN Equity,SPIRIT BLOCKCHAIN CAPITAL IN,-14.9004,-111.4422, , , , , , , 
SPHM US Equity,SPOTLIGHT HOMES INC, , , , , , , , , 
SPOT NO Equity,SPOTLIO AS,-369.1,-126.0154,-376.8651,-574.3835,-6.6807,-6.6807,-0.0904, , 
LITE CN Equity,SPOTLITE360 IOT SOLUTIONS IN, , ,-3168.3057,-2675.5696,-575.065, , , , 
SPOTR SS Equity,SPOTR GROUP AB,-164.5517,-207.7476, ,-650.4889,-22.2931,-33.2245,-636.2798,-3310.8687,-643.3143
SBIG US Equity,SPRINGBIG HOLDINGS INC,-0.2717,-3.7116,-17.176, , , , , , 
CXM US Equity,SPRINKLR INC-A, , ,-30.4562,-4.631, , , , , 
SPT US Equity,SPROUT SOCIAL INC - CLASS A,-17.1223,-25.155,-337.7516,-93.63,-87.4372,-175.0667,-33.6661,-916.7917, 
SPSC US Equity,SPS COMMERCE INC, , , , , , , , , 
SPYR US Equity,SPYR INC, , , ,-2.4873,-9.3968,-4.0941,-12.5988,-931.2727, 
SRT LN Equity,SRT MARINE SYSTEMS PLC, ,0.4032,-9.8264,-8.4825,-15.6472,11.5575,-41.2127,21.2337,4.4843
SSNC US Equity,SS&C TECHNOLOGIES HOLDINGS,2.9017,2.5381,3.6608,6.0394,3.9448,2.2583,1.532,3.6535,2.2217
SSH1V FH Equity,SSH COMMUNICATIONS SECURITY,-3.1175,-3.2758,-3.1044,-37.4644,-34.4247,-14.0187,5.6765,-2569.7939, 
STJO US Equity,ST JOSEPH INC, , , , ,-10.4567, , , , 
SPC GR Equity,STAIGE ONE AG, , , , , , , , , 
SBTC CN Equity,STANDARD STRATEGIES INC, , , , , , , , , 
STAR7 IM Equity,STAR7 S.P.A.,3.6295,2.3852,3.9138,6.3049,6.4521,16.9767, , , 
STRH US Equity,STAR8 CORP, , , , , , , , , 
STGC US Equity,STARTENGINE CROWDFUNDING INC, , , , , , , , , 
STNX US Equity,STARTRONIX INTL INC, , , , ,-26.3077, , , , 
ARTO FP Equity,STE IND & FIN DE L'ARTOIS SA,-0.8419,-3.2984,-8.0209,-32.2262,-17.8431,-7.9531,-7.5697,1.4713,-7.0663
S9I GR Equity,STEMMER IMAGING AG, ,130.7588,293.6506,196.2687,-2.4016,204.3333,465.4375,44.8893,49.8086
STMPA FP Equity,STMICROELECTRONICS NV,19.0455,79.5,317.0714,57.5952,24.5,22.2778,26,19.1731,5.35
SBG SS Equity,STONEBEACH GROUP AB,-172.6799,-126.4591,-24.6882,-127.9311, , , , , 
SOSO US Equity,STORAGE COMPUTER CORP, , , , , , , , , 
STRB US Equity,STRASBAUGH INC, , , , ,-137.5, , , , 
SSYS US Equity,STRATASYS LTD, , , , , , , , , 
STQN US Equity,STRATEGIC ACQUISITIONS (NEV), , , , , , , , , 
STRM US Equity,STREAMLINE HEALTH SOLUTIONS,-18.3445,-14.4606,-45.6229,-116.5882,-23.3042,-13.8073,-5.5233,-9.3755,-6.3585
ALSTW FP Equity,STREAMWIDE,10.5404,10.8401,22.7047,42.3534,24.9938,12.6458,-24.975,-41.5345,9.3594
STRO NO Equity,STRONGPOINT ASA,-2.2818,-3.5156,8.8943,14.5063,13.9215,12.6029,7.5201,4.5866,21.2178
SAI SM Equity,SUBSTRATE ARTIFICIAL INTELIG,4.3186,-9.4452,-98.6464,-132.1763,-44.8775, , , , 
SHGR US Equity,SUCCESS HOLDING GROUP CORP U, , , , , , , , , 
SUIC US Equity,SUIC WORLDWIDE HOLDINGS LTD,-10.0672,0.9995,3.5469,0.899,1.3582,0.5675,0.9474,-1.6161,-8.334
KNDR PZ Equity,SUNDAE BAR PLC, , , , , , , , , 
SMCI US Equity,SUPER MICRO COMPUTER INC,62.5658,72.5519,52.2637,49.8781,38.3068,14.5341,16.541,41.25,67.4348
SNRR US Equity,SUPER NOVA RESOURCES INC, , , , ,-2.739, , , , 
SYME LN Equity,SUPPLY@ME CAPITAL PLC, , , , , , , , , 
SSTY US Equity,SURE TRACE SECURITY CORP, , , , ,-93.8649, , , , 
SPRS US Equity,SURGE COMPONENTS INC, , ,11660.2891,2704.3474,743.3936,722.0164,96.3217,14.9704, 
SDSS US Equity,SUSPECT DETECTION SYSTEMS IN, , , , , , , , , 
SMHN GR Equity,SUSS MICROTEC SE,213.7612,85.5318,70.6453,59.4318,54.1781,-50.6478,95.6612,85.8301,16.5695
81D GR Equity,SWISSNET AG,-1.9407,-7.9447,-33.6834,-395.7651,-50.0515, , , , 
SWP FP Equity,SWORD GROUP,10.6478,14.8004,316.0242,98.6856,174.157,59.5235,223.5506,21.8438,35.6557
SYZ CN Equity,SYLOGIST LTD,0.3042,1.8506,3.5862,26.7287, , , , , 
EVOL US Equity,SYMBOLIC LOGIC INC, , , ,-1715,-36.1266,-25.1401,-33.4791,14.8356,16.4559
SYNA US Equity,SYNAPTICS INC,-4.4174,5.4523,12.8824,4.9831,3.0622,-0.2972,-2.7883,10.7833,15.6667
SNCR US Equity,SYNCHRONOSS TECHNOLOGIES INC,1.2044,-0.7624,0.0969,-2.9622,-101.0966,-79.5483,-33.4506,-2.3238,-16.5368
SYNCB SS Equity,SYNCRO GROUP AB,-13.8724,-29.8331,-26.6556,-19.6429,-150.7831,-34.0833,8.4756,-25.4603, 
SNPS US Equity,SYNOPSYS INC,38.5572,1080.848,684.3569,218.3625,120.65,44.6206,23.081,47.5918,84.1673
OPTX US Equity,SYNTEC OPTICS HOLDINGS INC, ,2.3537, , , , , , , 
SYAI CN Equity,SYNTHEIA CORP, , , , , , , , , 
SYNT SS Equity,SYNTHETICMR AB,-223.1829,270.7115,136.283,525.6842,16.9608,273.1667,567.5,371.1563,67.2553
SYS IM Equity,SYS-DAT SPA,42.4195,28.1696,37.3018,41.5508, , , , , 
SYSX US Equity,SYSOREX INC, , ,-2.1573,-2.7555,-1.0238,-4.1058,-8.2526, , 
SST US Equity,SYSTEM1 INC,-2.8072,-1.7641,-15.1364,3.0131, , , , , 
IDAI US Equity,T STAMP INC-CLASS A,-18.3753,-107.6768,-1358.709,-222.4416, , , , , 
TAB/H CN Equity,TABLAS VENTURES CORP, , , , , , , , , 
TAGMB SS Equity,TAGMASTER AB,1.8033,3.9191,-3.003,4.3021,-5.8999,-8.7766,-0.5516,39.1075,2.0183
TAIT US Equity,TAITRON COMPONENTS INC-CL A, , , , , , , , , 
TALK SS Equity,TALKPOOL AG, ,9.4651,1.0832,1.4515,0.846,-1.4751,1.8209,1.5544,-9.3992
TALK US Equity,TALKSPACE INC, , , , , , , , , 
TANGI SS Equity,TANGIAMO TOUCH TECHNOLOGY AB,-85.4574,-21.808,-10.7772,-13.1729,-68.6356,-57.8611,-1360.3571,-532.7557,-51.7796
TMIX US Equity,TARSIN MOBILE INC, , , , , , , , , 
TASK US Equity,TASKUS INC-A,4.289,4.3762,7.0377,-8.3459,6.7267,3.9441, , , 
TTCM US Equity,TAUTACHROME INC, , ,-1.3292,-3.4443,-1.5916,-2.0597,-1.9216,-1.19,-2.5547
TCU GR Equity,TC UNTERHALTUNGSELEKTRONIK, ,-3.4613,-67.5015,-45.9945,46.5461,1.6471,1.365,0.4377,1.1494
SNX US Equity,TD SYNNEX CORP,3.7382,3.739,4.7214,3.9485,6.5973,4.7099,5.9229,10.7451,12.1939
TEAD US Equity,TEADS HOLDING CO,-3.4634,-1.6019,-1.7768,8.7175,12.232, , , , 
TIG LN Equity,TEAM INTERNET GROUP PLC,0.4385,2.821,2.5527,1.178,-0.2397,-0.6655,-2.7439,99.3684,6.0733
TMV GR Equity,TEAMVIEWER SE,14.0175,198.0523,192.9195,8.7604,8.4057, ,1.1398,0.1632,-0.0972
TSCC US Equity,TECHNOLOGY SOLUTIONS CO, , , , , , , , , 
TPRO IM Equity,TECHNOPROBE SPA,41.787,277.2292,978.6197,764.7908,629.0046,888.5783,1081867.25,183378.9531,486.3224
TECH NO Equity,TECHSTEP ASA,-2.0622,-2.4911,-3.7218,-11.9252,-1.5974,-20.2369,6.5675,-7.9625,-4.1144
TEM1V FH Equity,TECNOTREE OYJ,35.1743,37.2578,208.0795,121.4564,54.312,39.595,9.6593,-11.8309,-33.6333
TCS CN Equity,TECSYS INC,11.8589,8.7882,8.6431,13.5718,4.1738,-9.1735,1063.5,98.1605,33.4485
TGCB US Equity,TEGO CYBER INC, , , , , , , , , 
TEKI US Equity,TEK DIGITEL CORPORATION, , , , , , , , , 
TEK LN Equity,TEKCAPITAL PLC, , , , , , , , , 
TDY US Equity,TELEDYNE TECHNOLOGIES INC, , , , ,22.35,22.35,14.2671,9.062,10.8
