Ticker,Name,Debt/Assets:2024,Debt/Assets:2023,Debt/Assets:2022,Debt/Assets:2021,Debt/Assets:2020,Debt/Assets:2019,Debt/Assets:2018,Debt/Assets:2017,Debt/Assets:2016
STR/H CN Equity,SANTA ROSA RESOURCES CORP,0,0,0, ,0,0,0,0,0
SANT US Equity,SANTEON GROUP INC, , , , , , , , , 
SAP GR Equity,SAP SE,14.5045,13.0402,18.5521,21.6766,27.1651,26.7671,22.6753,15.5235,18.2894
SAHN US Equity,SAUDI AMERICAN HOLDINGS CORP, , , , , , , , , 
SCGX US Equity,SAXON CAPITAL GROUP INC, , , , , , , , , 
MLSBT FP Equity,SBT, , ,13.7919,17.2494,19.9126,4.595, , ,4.1921
SCTN US Equity,SCHIMATIC CASH TRANSACTIONS, , , , , , , , , 
SDGR US Equity,SCHRODINGER INC,14.3131,15.9264,16.9174,10.5579,1.5764,9.3205,0,0, 
SCE GR Equity,SCHWEIZER ELECTRONIC AG,25.0422,25.6943,21.4687,57.5984,45.6757,30.8639,20.5642,7.8695,8.6531
SAIC US Equity,SCIENCE APPLICATIONS INTE,42.9996,46.3287,43.8218,43.9455,40.7769,45.7813,49.397,51.2733,50.4241
SCNTQ US Equity,SCIENT INC, , , , , , , , , 
SCPE CN Equity,SCOPE TECHNOLOGIES CORP,22.7691,3.5808,0,98.5707,0, , , , 
SCOUT SS Equity,SCOUT GAMING GROUP AB,0,0,0,8.3698,5.6956,0,0.0695,0, 
SCYB CN Equity,SCRYB INC,25.128,7.8676,1.4123,0.4967,33.3678,0,0,0,0
SYPT US Equity,SCRYPT INC, , , , , , , , , 
SDI LN Equity,SDI GROUP PLC,26.2999,26.757,16.591,10.8843,31.9682,15.442,8.1083,7.3121,7.5486
SDIPB SS Equity,SDIPTECH AB - B,43.7123,44.665,44.2921,43.8535,41.2905,44.6279,41.5165,31.9056,50.2324
SEAC US Equity,SEACHANGE INTERNATIONAL INC, ,3.2912,3.8463,15.6126,6.9557,0,0,0,0
STX US Equity,SEAGATE TECHNOLOGY HOLDINGS,78.4727,77.2234,63.6852,59.8617,47.458,47.8672,51.2115,54.1757,49.8113
LAES US Equity,SEALSQ CORP,0.9665,10.3204,12.9323,14.9949,15.2609, , , , 
SDS SS Equity,SEAMLESS DISTRIBUTION SYSTEM,53.6859,55.1788,55.4773,51.7527,39.2187,42.7643,47.1953,60.9483,0.9519
SLLN US Equity,SEARCHLIGHT SOLUTIONS LTD, , , , , , , , , 
IOT IM Equity,SECO SPA,25.4782,25.9795,34.0023,41.7093,35.0782,29.4844,27.5027, , 
YSN GR Equity,SECUNET SECURITY NETWORKS AG,6.3607,5.4561,5.9646,6.3536,7.7242,9.389,0,0,0
SSVC US Equity,SECURED SERVICES INC, , , , , , , , , 
M14K GR Equity,SECURIZE IT SOLUTIONS AG, ,0,0,0,0,0,0,0, 
SRLX US Equity,SECURLINX CORP, , , , , , , , , 
SKUR CN Equity,SEKUR PRIVATE DATA LTD,0,0,0,0,0,0,0,0, 
SEMR US Equity,SEMRUSH HOLDINGS INC-A,3.1388,4.4059,4.2261,0,0,0, , , 
SMTC US Equity,SEMTECH CORP,101.8852,53.4226,16.9978,18.1445,19.5928,19.8643,20.8629,23.8207,28.2766
SENS SW Equity,SENSIRION HOLDING AG,0,0,0,0,0,5.7268,5.2881,44.7233,30.7213
SDET SS Equity,SENSODETECT AB,0,18.0937,5.9095,5.6845,12.8573,15.159,42.5607,39.8487,35.0851
S US Equity,SENTINELONE INC -CLASS A,0.9877,1.1941,1.424,8.0863,17.4276, , , , 
SQNS US Equity,SEQUANS COMMUNICATIONS-ADR,13.0674,57.9416,58.1419,63.1426,56.3266,66.5545,32.619,32.6959,26.0292
SRP LN Equity,SERCO GROUP PLC,30.3124,25.2806,25.7763,29.5282,32.8341,32.4378,16.3684,19.1341,18.5934
SCO SM Equity,SERESCO SA,34.8332,36.0832,36.6249,39.2635, ,36.3814,18.8734, , 
NOW US Equity,SERVICENOW INC,11.176,13.1363,16.7832,20.5038,24.4998,18.7776,17.0581,33.0523,24.969
TTAN US Equity,SERVICETITAN INC-A,16.2064,15.8163, , , , , , , 
SJJ GR Equity,SERVICEWARE SE,0.646,1.6646,2.9805,8.629,12.767,8.4298,0,0,0
SES IM Equity,SESA SPA,19.9314,18.5252,26.1538,27.2865,28.6075,23.4623,24.3258,20.5571,17.0827
T3T1 GR Equity,SEVEN PRINCIPLES AG,0.0001,0,0.4558,0.4817,8.2314,11.9459,12.7771,6.8264,2.729
SHPWQ US Equity,SHAPEWAYS HOLDINGS INC, ,8.3052,3.0606,1.0297,0,0, , , 
SBET US Equity,SHARPLINK GAMING INC,0, , ,0.8051,0,0,0,0,0
SWG LN Equity,SHEARWATER GROUP PLC,6.0634,13.3966,0.201,0.2931,7.4203,6.3737,0.2655,0,4.8828
SHOP CN Equity,SHOPIFY INC - CLASS A,8.0868,10.1779,12.9831,8.7966,11.7597,4.3476,0,0,0
SHTB SS Equity,SHT SMART HIGH-TECH AB-B,1.5068,8.6588,0,0,0,0, , , 
SIAV IM Equity,SIAV SPA,43.8357,41.5814,44.2139,45.3152,26.4102,20.7524,14.7046,23.186,20.0057
SDCH US Equity,SIDECHANNEL INC, , ,0.4643, , , , , , 
ALBFR FP Equity,SIDETRADE,10.3142,15.8064,18.8642,23.4838,0.6292,1.0609,1.3458,1.7342,1.45
SGHT US Equity,SIGHT SCIENCES INC,30.5113,23.7646,19.6749,13.8269,52.3254,54.2695,4.1389, , 
SGMA US Equity,SIGMATRON INTERNATIONAL INC,36.9502,39.1071,28.1712,30.1794,29.8924,29.8547,27.3258,21.576,20.7166
SDVI US Equity,SIGNATURE DEVICES INC, , , , , , , , , 
SGN US Equity,SIGNING DAY SPORTS INC,12.2296,1.7799,1595.4633,119.0713, , , , , 
SIILI FH Equity,SIILI SOLUTIONS OYJ,22.7921,23.1846,32.3968,40.3412,25.0672,31.6175,27.8579,2.3896,3.811
SLAB US Equity,SILICON LABORATORIES INC,1.7525,4.9905,25.5304,0.9861,23.0172,23.0558,21.8407,22.2711,6.7015
WAF GR Equity,SILTRONIC AG,30.8965,21.0038,19.4213,4.374,2.7509,2.5501,0.022,0.0399,3.8796
SVCO US Equity,SILVACO GROUP INC,1.1873,4.7279,6.1806, , , , , , 
SBDS LN Equity,SILVER BULLET DATA SERVICES, ,29.3928,17.0404,1.2724,2.3607,251.9312,8.1254, , 
SIMC US Equity,SIMCLAR INC, , , , , , , , , 
SIMPQ US Equity,SIMPLY INC, , ,70.1482,57.4404, ,75.0907,53.5939,0,0
SMRL US Equity,SIMTROL INC, , , , , , , , , 
SLP US Equity,SIMULATIONS PLUS INC,0.5116,0.6432,0.7453,0.7101,0.5498,0,0,0,0
SINCH SS Equity,SINCH AB,14.78,16.9383,19.7874,21.9405,9.7518,28.5523,16.1664,16.9405,17.8188
SNG SM Equity,SINGULAR PEOPLE,26.9425,16.8415,28.6525,17.4167,37.5244,30.3376,36.8163, , 
SITM US Equity,SITIME CORP,0.7042,0.8431,1.4167,1.1404,6.0657,7.9536,63.2833,57.542, 
STTO US Equity,SITO MOBILE LTD, , , , , , ,0.0497,0.0101,22.7429
SYTA US Equity,SIYATA MOBILE INC, , ,5.817,36.4375,22.6693,33.9233, ,16.2445,2.2904
SKL LN Equity,SKILLCAST GROUP PLC,2.4622,3.8271,5.4327,5.1416, , , , , 
SKIL US Equity,SKILLSOFT CORP,50.3419,39.2077,25.1919, ,0.214,0, , , 
SKKY US Equity,SKKYNET CLOUD SYSTEMS INC,0,0,0,1.4705,3.7566,0,0,0,0
SCHOOL SS Equity,SKOLON AB,0,0,0,0,0, , , , 
SKYT US Equity,SKYWATER TECHNOLOGY INC,15.6447,15.8147,33.6992,22.5529,27.5826,25.1986, , , 
SWKS US Equity,SKYWORKS SOLUTIONS INC,14.4918,17.9109,27.2093,28.0897,3.5032,0,0,0,0
SLEEP SS Equity,SLEEP CYCLE AB,4.9655,6.9045,1.3867,1.095,0.8707,1.3158,2.3246, , 
SDEC US Equity,SMART DECISION INC, , , , , , , , , 
SEYE SS Equity,SMART EYE AB,1.2781,0.4916,0.1634,0.1767,0.4313,1.2341,2.7766,7.5871,5.7358
SMCRT NO Equity,SMARTCRAFT ASA,2.8187,2.2839,1.5001,2.0336,36.6201,37.5043,35.0176, , 
SMTK US Equity,SMARTKEM INC,0.8086,2.209,5.9136, , , , , , 
SMME US Equity,SMARTMETRIC INC, , , , , , , , , 
SMOP NO Equity,SMARTOPTICS GROUP AS,3.1632,4.0543,5.4829,6.0775,0,0, , , 
S247 LN Equity,SMARTTECH247 GROUP PLC,1.5113,1.943, ,24.502,11.8225,20.1179, , , 
SMSI US Equity,SMITH MICRO SOFTWARE INC,5.3407,3.8129,12.9599,5.1235,8.5566,11.4303,0,27.0808,18.1018
CICN US Equity,SMS ALTERNATIVES INC, , , , , ,681.6667,1713.6719,622.4189,1330.8252
SMX US Equity,SMX SECURITY MATTERS PLC-A, , ,0,0,25, , , , 
SNOW US Equity,SNOWFLAKE INC-CLASS A,3.502,3.2588,3.1024,3.454,20.8613,2.1798, , , 
SHF GR Equity,SNP SCHNEIDER-NEUREITHER & P,25.9063,33.931,36.6257,20.8344,14.4838,16.0461,28.3772,32.5563,14.9474
SOBR US Equity,SOBR SAFE INC,3.0677,1.2387,15.2355,19.6442,2.9096,134.6906,6585.8105,25227.0957,5526.7109
SPLY US Equity,SOCIALPLAY USA INC, , , , , , , , , 
SOPA US Equity,SOCIETY PASS INC,3.5403,8.6244,4.7129,1.7885,1.0577,0.6114, , , 
SCKT US Equity,SOCKET MOBILE INC,24.8122,21.8426,18.3212,8.2226,14.4975,14.844,12.4061,0.4273,3.7866
SCT LN Equity,SOFTCAT PLC,1.3267,1.507,0.9919,1.6692,2.2831,0,0,0,0
SOFT US Equity,SOFTECH INC, , , , , , , , ,30.9149
SYT GR Equity,SOFTING AG,15.5651,15.6396,14.5018,13.3513,17.2401,13.3455,8.2054,11.0768,11.1669
SFT IM Equity,SOFTLAB SPA, ,12.0033,12.7786,14.7637,1.1435,10.2889,2.5565,2.831,0
SOFB SS Equity,SOFTRONIC AB-B SHS,5.3591,7.1385,10.5852,2.197,4.5362,4.4679,0,0,0
SFT LN Equity,SOFTWARE CIRCLE PLC,24.7048,79.2379,35.2981,52.1278,31.6403,28.0675,28.0818,4.2083,3.9884
SFWJ US Equity,SOFTWARE EFFECTIVE SOLUTIONS, , , , , , , , , 
SWON SW Equity,SOFTWAREONE HOLDING AG,8.5325,4.3609,3.3502,2.9443,4.6567,6.5552,5.2953,6.606,6.4256
SOFTWEB GA Equity,SOFTWEB - ADAPTIVE IT SOLUTI,5.1538,11.2097,14.3537, , , , , , 
SLNX US Equity,SOLANBRIDGE GROUP INC, , , , , , , , , 
SOLI LN Equity,SOLID STATE PLC,14.6922,14.6808,9.054,11.6608,3.8291,14.8541,0,0,16.5088
S3D IM Equity,SOLID WORLD GROUP SPA, ,21.0378,23.2478,22.7038,21.1422,13.6997,15.9735,16.3051,17.8286
SODI US Equity,SOLITRON DEVICES INC,17.7769,18.2601,19.9889,13.2629,11.2848, , , ,0
SOLTEQ FH Equity,SOLTEQ OYJ,45.6254,46.4538,45.0307,38.9468,42.0067,45.682,41.6374,42.0481,42.0564
480S SM Equity,SOLUCIONES CUATROOCHENTA SA,13.2131,29.4577,30.1654,47.8198,44.2376,48.055,8.0057, , 
SLSA GR Equity,SOLUTIANCE AG, ,0, , ,54.3325,46.9806,35.2294,3.4036, 
S30 FP Equity,SOLUTIONS 30 SE,23.9572,26.4714,20.815,23.101,26.2231,27.4549,26.6753,15.1218,27.0239
SOFO US Equity,SONIC FOUNDRY INC, ,104.1589,15.4171,13.2167,26.8461,44.5982,24.0742,12.0786,14.3311
SONM US Equity,SONIM TECHNOLOGIES INC,0,0.0981,0.3968,0.5208,0.7195,18.3613,20.0609,35.3258, 
SXHHF US Equity,SONOMAX TECHNOLOGIES INC, , , , , , , , , 
SONO US Equity,SONOS INC,11.226,8.901,5.4902,3.9238,10.5616,4.3557,6.7684,9.8995,8.7855
SOPH US Equity,SOPHIA GENETICS SA,19.3356,9.0228,6.8664,4.0787,5.4869,16.3856, , , 
SOP FP Equity,SOPRA STERIA GROUP,21.8071,26.9189,18.1629,19.0526,21.7912,23.1732,19.841,17.6853,20.07
SORT LN Equity,SORTED GROUP HOLDINGS PLC, ,0,0,0,0,2.347,0.0033,0.1565,61.813
SOUND SS Equity,SOUND DIMENSION AB,35.5857,33.155,15.9701,6.4917,21.7613,21.684, , , 
SOUN US Equity,SOUNDHOUND AI INC-A,0.7853,59.6597,115.6885,149.0092, , , , , 
SOYO US Equity,SOYO GROUP INC, , , , , , , , , 
SPACE GA Equity,SPACE HELLAS SA TELECOMMUNIC,45.9175,43.3656,41.8693,40.9812,41.4821,38.1313,36.5209,35.0401,34.4668
SPSY LN Equity,SPECTRA SYSTEMS CORP,10.2011,11.5539,3.3485,3.0933,3.7264,3.626,0,0,0.9611
FCCN US Equity,SPECTRAL CAPITAL CORP, ,15187.5,0,0,0,0,0,0,0
SPEONE SS Equity,SPECTRUMONE AB,0,68.9243,17.5188,3.4135,10.4684,57.3657,11.4441,31.6335,22.0607
SPDC US Equity,SPEED COMMERCE INC, , , , , , , , , 
SPPH US Equity,SPENCER PHARMACEUTICAL INC, , , , , , , , , 
SPTZ CN Equity,SPETZ INC,32.309, ,0.6526,0,139.8729,77.629, , , 
ANY US Equity,SPHERE 3D CORP,0,0,0,0,18.5836,5.8411,59.1086,0,45.0549
SPN IM Equity,SPINDOX SPA,18.5597,24.5381,23.2646,27.0411,9.6524,23.8181,18.3774,29.2152,18.7462
SPIR NO Equity,SPIR GROUP ASA,31.3237,32.8722,36.4907,36.1146,25.8063, , , , 
SPT LN Equity,SPIRENT COMMUNICATIONS PLC,3.3051,3.6656,3.1334,4.3107,4.3398,5.4573,0,0,0
SPIR CN Equity,SPIRIT BLOCKCHAIN CAPITAL IN,80.8513,84.4006,0,0,0,0, , , 
SPZI US Equity,SPOOZ INC, , , , , , , , , 
SPHM US Equity,SPOTLIGHT HOMES INC, , , , , , , , , 
SPOT NO Equity,SPOTLIO AS,0.3794,1.6058,0.7793,0.6187, ,9.673,0, , 
LITE CN Equity,SPOTLITE360 IOT SOLUTIONS IN, , ,2.2042,0.2237,2.6555,0,0, , 
SBIG US Equity,SPRINGBIG HOLDINGS INC,165.2747,91.7532,85.5856,0, , , , , 
CXM US Equity,SPRINKLR INC-A,2.7219,1.6358,0,13.2071,0, , , , 
SPT US Equity,SPROUT SOCIAL INC - CLASS A,4.27,4.7987,7.4122,8.9299,10.7619,10.827,0,6.6225, 
SPSC US Equity,SPS COMMERCE INC,1.209,1.7029,2.5688,3.3343,4.2681,5.3343,0,0,0
SPYR US Equity,SPYR INC, , , ,223.8994,25.9972,177.8393,126.3158,0,0
SRT LN Equity,SRT MARINE SYSTEMS PLC,37.8278,33.6653,32.9756,43.7887,21.5602,16.0392,22.9356,5.2729,5.8608
SSNC US Equity,SS&C TECHNOLOGIES HOLDINGS,37.9476,38.4925,44.2621,36.202,42.8885,45.1727,51.2556,36.9201,43.8259
SSH1V FH Equity,SSH COMMUNICATIONS SECURITY,7.0385,7.7604,5.566,8.123,6.9588,3.6018,0.6691,0,0
STJO US Equity,ST JOSEPH INC, , , , , , , , , 
SPC GR Equity,STAIGE ONE AG, ,0.0004,0,0, , , , , 
STAR7 IM Equity,STAR7 S.P.A.,46.5797,45.1947,51.2384,53.7013,46.087,46.2893, , , 
STRH US Equity,STAR8 CORP, , , , , , , , , 
STGC US Equity,STARTENGINE CROWDFUNDING INC, , , , , , , , , 
STNX US Equity,STARTRONIX INTL INC, , , , , , , , , 
ARTO FP Equity,STE IND & FIN DE L'ARTOIS SA,2.1718,2.8199,2.266,1.9348,5.8324,4.9041,4.056,3.23,3.3659
S9I GR Equity,STEMMER IMAGING AG, ,7.4624,8.2668,9.8179,12.4302, ,0,0,0
STMPA FP Equity,STMICROELECTRONICS NV,12.2176,12.248,13.8575,16.6924,18.507,16.3093,17.5761,17.5705,18.1194
SBG SS Equity,STONEBEACH GROUP AB,3.6582,3.3471,3.2875,0,0, , , , 
SOSO US Equity,STORAGE COMPUTER CORP, , , , , , , , , 
STRB US Equity,STRASBAUGH INC, , , , , , , , , 
SSYS US Equity,STRATASYS LTD,3.1163,1.6456,1.416,1.172,2.207,1.5734,1.9552,2.34,1.9033
STQN US Equity,STRATEGIC ACQUISITIONS (NEV), , , , , , , , , 
STRM US Equity,STREAMLINE HEALTH SOLUTIONS,25.3169,15.8466,16.4054,10.4747,12.2153,12.4386,12.1148,13.5222,17.9458
ALSTW FP Equity,STREAMWIDE,19.9771,24.1618,14.9438,10.9059,14.8892,13.2939,7.0203,9.6058,8.1178
STRO NO Equity,STRONGPOINT ASA,21.828,20.2,12.0693,6.8588,13.8846,20.6083,12.449,13.3482,9.3563
SAI SM Equity,SUBSTRATE ARTIFICIAL INTELIG,13.5776,28.7939,16.9638,15.85,46.9547, , , , 
SHGR US Equity,SUCCESS HOLDING GROUP CORP U, , , , , , , , , 
SUIC US Equity,SUIC WORLDWIDE HOLDINGS LTD, ,100.6389,80.2289,77.6015,91.2888,112.8032,185.2578,146.055,38.4038
KNDR PZ Equity,SUNDAE BAR PLC,0, , , , , , , , 
SMCI US Equity,SUPER MICRO COMPUTER INC,22.1262,7.9,19.3619,3.7624,2.5078,1.4054,6.5657,10.6557,7.8548
SNRR US Equity,SUPER NOVA RESOURCES INC, , , , , , , , , 
SYME LN Equity,SUPPLY@ME CAPITAL PLC, ,38.4615,8.9624,12.1879,0,0,0,0,0
SSTY US Equity,SURE TRACE SECURITY CORP, , , , , , , , , 
SPRS US Equity,SURGE COMPONENTS INC,4.7436,6.0329,5.9861,7.4341,11.9313,0.1874,0.265,4.6966,0
SDSS US Equity,SUSPECT DETECTION SYSTEMS IN, , , , , , , , , 
SMHN GR Equity,SUSS MICROTEC SE,2.6544,4.1051,5.6643,6.5613,8.855,14.1512,1.2558,1.7356,2.5091
81D GR Equity,SWISSNET AG, ,39.9495,6.7792,21.9613,60.1621, , , , 
SWP FP Equity,SWORD GROUP,23.0202,18.9365,12.7644,4.113,3.3525,6.9818,9.8599,7.9823,6.1918
SYZ CN Equity,SYLOGIST LTD,0,18.371,23.0148,0.8385,0.7018,0, ,0.1109,0.1614
EVOL US Equity,SYMBOLIC LOGIC INC, , , ,0,1.6723,14.6174,18.1302,15.3591,13.7081
SYNA US Equity,SYNAPTICS INC,36.1876,39.4195,36.4158,41.0814,35.8779,33.2175,30.0507,17.1311,18.1126
SNCR US Equity,SYNCHRONOSS TECHNOLOGIES INC,71.7022,53.5573,42.635,39.2005,13.3438,13.0538,17.4952,24.7446,25.3939
SYNCB SS Equity,SYNCRO GROUP AB,4.0004,6.9726,9.3913,9.4109,30.888,7.3944,7.9735,9.9091,10.4172
SNPS US Equity,SYNOPSYS INC,5.2354,6.5575,6.9693,7.6182,8.2626,2.1499,7.636,2.6682,3.9119
OPTX US Equity,SYNTEC OPTICS HOLDINGS INC, ,7.6275,0,0, , , , , 
SYAI CN Equity,SYNTHEIA CORP,5.2065,0,0,0,0,0,0,0,17.1592
SYNT SS Equity,SYNTHETICMR AB,1.9358,0.8841,1.7837,0.3336,2.4258,2.3246,0,0,0
SYS IM Equity,SYS-DAT SPA,16.1169,26.0607,26.8098,29.7541, , , , , 
SYSX US Equity,SYSOREX INC, , ,119.0257,79.0958,327.5195,401.1375,92.257, , 
SST US Equity,SYSTEM1 INC,56.3179,56.179,35.1179,0,0, , , , 
IDAI US Equity,T STAMP INC-CLASS A,1.4293,1.7104,4.37,0, , , , , 
TAB/H CN Equity,TABLAS VENTURES CORP, , , ,0, , , , , 
TAGMB SS Equity,TAGMASTER AB,27.2928,17.5646,13.8381,16.8687,13.7037,16.4931,3.2923,4.0662,8.1186
TAIT US Equity,TAITRON COMPONENTS INC-CL A,0,0,0,0,1.143,0,0,3.6854,7.2036
TALK SS Equity,TALKPOOL AG,36.6496,49.7418,56.366,61.4531,57.0165,54.0071,39.0232,25.8661,20.6662
TALK US Equity,TALKSPACE INC,0,0,0,0,0, , , , 
TANGI SS Equity,TANGIAMO TOUCH TECHNOLOGY AB,0,7.8405,0,0,0,0,0.2235,0.4623,7.7843
TMIX US Equity,TARSIN MOBILE INC, , , , , , , , , 
TASK US Equity,TASKUS INC-A,32.0151,36.0531,30.9499,31.7834,34.5936,33.9469, , , 
TTCM US Equity,TAUTACHROME INC, , ,11059.9346,1223.1123,718.183,3828.8772,19304.1641,9586.3154,41454.7578
TCU GR Equity,TC UNTERHALTUNGSELEKTRONIK, ,0.8328,0,0,0.0006,0,0,0.003,0
SNX US Equity,TD SYNNEX CORP,14.5403,15.4723,15.224,16.6233,12.6059,25.7928,29.9389,25.2199,18.4838
TIG LN Equity,TEAM INTERNET GROUP PLC,39.387,31.5479,28.0805,34.4934,34.5188,37.1549,13.7208,21.0951,4.2539
TMV GR Equity,TEAMVIEWER SE,41.711,48.361,54.9312,57.1149,49.1131,65.0145,88.6118,86.1476,83.0959
TSCC US Equity,TECHNOLOGY SOLUTIONS CO, , , , , , , , , 
TPRO IM Equity,TECHNOPROBE SPA,1.3348,1.457,0.9459,2.2658,8.5306,0.8952,0,0,0
TECH NO Equity,TECHSTEP ASA,13.1743,15.3126,15.0316,17.1821,21.9076,13.0044,9.3089,11.9084,24.8573
TEM1V FH Equity,TECNOTREE OYJ,19.4497,20.9471,4.6431,0.2191,27.1056,42.1145,59.5924,57.1388,40.8212
TCS CN Equity,TECSYS INC,1.651,2.2952,11.318,14.5071,16.8042,13.8674,0.1908,0.3616,6.3466
TGCB US Equity,TEGO CYBER INC, , , , , , , , , 
TEKI US Equity,TEK DIGITEL CORPORATION, , , , , , , , , 
TEK LN Equity,TEKCAPITAL PLC,0,0,0,0,0,0,0,0,0
TDY US Equity,TELEDYNE TECHNOLOGIES INC,19.6387,23.3922,28.3956,29.5607,18.0184,21.6057,19.7044,27.8936,22.2679
TLFX US Equity,TELEFIX COMMUNICATIONS HOLDI, , , , , , , , , 
TEP FP Equity,TELEPERFORMANCE,40.9723,45.0447,38.446,41.9722,46.5547,44.746,41.4742,35.7684,38.6787
TLT1V FH Equity,TELESTE OYJ,28.2344,28.5859,33.0526,20.7426,23.2846,22.0752,16.8633,21.6628,18.8814
TKOI US Equity,TELKONET INC, , ,6.448,18.0517,31.0432,18.6674,1.3919,5.437,11.07
TELO CN Equity,TELO GENOMICS CORP,0,1.1109,1.4118,1.0419,3.4227,106.5984,0,0, 
TLS US Equity,TELOS CORPORATION,6.412,5.495,5.5721,6.1984,9.3887,48.4992,42.37, ,44.0659
TIXT CN Equity,TELUS INTERNATIONAL CDA INC,33.7315,36.2845,27.1091,31.6602,47.1507,44.5252, , , 
TEMN SW Equity,TEMENOS AG - REG,31.9202,32.8633,37.6735,42.9643,44.1332,50.3746,49.3864,34.5166,31.7509
TMPOQ US Equity,TEMPO AUTOMATION HOLDINGS IN, , ,13.6723,70.6446,0, , , , 
TEM US Equity,TEMPUS AI INC,50.5438,86.542,68.5863, , , , , , 
TENB US Equity,TENABLE HOLDINGS INC,24.0931,25.7214,29.2041,33.7995,8.4484,8.2118,1.3146,1.0965,0
TENEO SS Equity,TENEO AI AB,309.3458,315.3129,297.6064,140.9121,241.9401,296.1487,21.2869,12.0332,42.4501
PKK CN Equity,TENET FINTECH GROUP INC, ,15.3394,3.7702,0,0.038,11.4416,13.5436,0,6.8727
TDC US Equity,TERADATA CORP,33.8028,34.1698,31.5035,26.3716,29.3206,32.4259,22.3305,30.4382,23.5392
TER US Equity,TERADYNE INC,2.066,2.4267,3.7954,4.8454,12.9439,16.5056,14.039,11.7698,12.7663
TERN LN Equity,TERN PLC, ,3.1803,0,0,0,0,0,1.9092,0.911
TERRNTB SS Equity,TERRANET AB,19.8846,31.3713,41.3507,32.5531,17.4793,31.6195,0,0,0
TXN US Equity,TEXAS INSTRUMENTS INC,40.4883,36.4443,33.6458,33.255,36.7888,34.0493,29.5734,23.1096,21.9646
TPG GR Equity,THE PLATFORM GROUP AG,38.2058,65.1168,17.0545,16.4599,1.3936,18.6372,19.1363,14.4788, 
THNC CN Equity,THINKIFIC LABS INC,2.8826,1.0553,1.8997,0.6611,10.5216,17.4251, , , 
THPHF US Equity,THINKPATH INC, , , , , , , , , 
THRU LN Equity,THRUVISION GROUP PLC,1.3878,1.5504,1.9365,1.2144,0.9428, ,0,0,18.3296
TZUP US Equity,THUMZUP MEDIA CORP,1.998,0,0, , , , , , 
TIA LN Equity,TIALIS ESSENTIAL IT PLC.,35.0788,27.199,29.8813,113.6386,77.8067,43.7349,21.5679,12.7038,7.7241
TBX0 GR Equity,TICK TRADING SOFTWARE AG,0,0,0,0,0,0,0,0,0
TIETO FH Equity,TIETOEVRY OYJ,35.9362,33.0576,28.2869,27.0294,32.4207,32.929,25.3841,20.6192,16.0447
TPGR SS Equity,TIME PEOPLE GROUP AB,6.6001,7.509,0,0,0,0,0,0,0
TNXT IM Equity,TINEXTA SPA,35.5324,28.768,33.6331,41.2566,36.5099,37.0631,37.2976,36.2344,40.6499
TIOG US Equity,TINGO GROUP INC, , ,0.1758,2.0505,1.4859,31.3672,57.2809,17.3819,23.2078
TMNA US Equity,TINGO INC, , , ,0,0,49.422,0,0,0
TTD/H CN Equity,TINKERINE STUDIOS LTD, , ,376.3068,451.9943,265.2471,47.0368,0, ,0
TINY CN Equity,TINY LTD,33.4367,33.5464,42.049,30.1737,12.4685,82.6855, , , 
TITAN NA Equity,TITAN,0,0,2.2609,4.0984,5.5771,0,0,0.0643,0.2607
TLDE US Equity,TLD3 ENTERTAINMENT GROUP INC, , , , , , , , , 
TMMI US Equity,TMM INC, , , , , , , , , 
TPPM US Equity,TMPOS INC, , , , , , , , , 
TOBII SS Equity,TOBII AB,23.6195,6.8755,5.6373,7.6797,33.3535,23.8849,0,0,0
TGGL CN Equity,TOGGLE3D.AI INC, , , , , , , , , 
TOM2 NA Equity,TOMTOM NV,6.007,5.8693,4.6718,3.7428,4.4655,2.6175,2.5908,3.4447,4.1947
TONY CN Equity,TONY G CO-INVESTMENT HOLDING,0,0,0,69.962,56.1115,0,0,0,0
TOI CN Equity,TOPICUS.COM INC-SUB VOTING,22.9079,20.0556,23.0162,19.2344, , , , , 
TLX/P CN Equity,TORCHLIGHT INNOVATIONS INC,0,0,0,0, , , , , 
TTZ CN Equity,TOTAL TELCOM INC,7.2285,3.4142,5.8417,7.4644,9.8872,0,0,0,0
THP CN Equity,TOTALLY HIP TECHNOLOGIES INC,375.4686,66.3707,4.1119,3.0132, ,5.5201,181.8591,58.4587,2370.5386
TGHI US Equity,TOUCHPOINT GROUP HOLDINGS, , , ,128.9825,63.2155,26.7247,9.1533,11.8723,29.483
TST LN Equity,TOUCHSTAR PLC,2.2541,3.0925,16.069,24.8682,27.3776,36.016,24.2976,32.7643,23.4505
TOUCH SS Equity,TOUCHTECH AB,0,0,0,0,11.0369,15.9113,18.8495,12.8382,9.068
MLPSH FP Equity,TPSH, , , , , , , , , 
TPTW US Equity,TPT GLOBAL TECH INC, , , , , , , , , 
TPX LN Equity,TPXIMPACT HOLDINGS PLC,20.212,21.6131,14.6698,12.8175,8.2753,0,0, ,0
TRCK US Equity,TRACK GROUP INC,114.027,108.1209,98.5023,82.4769,66.4264,68.5018,70.036,68.6739,64.2048
TRCS LN Equity,TRACSIS PLC,1.8092,2.0713,2.6206,2.2016,2.4972,0.7199,0.4603,1.0493,1.378
TRAK LN Equity,TRAKM8 HOLDINGS PLC,19.7714,20.8695,21.5695,24.7825,25.1886,18.9454,17.5946,17.6717,16.4591
