Ticker,Name,AZS
APPN US Equity,APPIAN CORP-A,11.4823
AAPL US Equity,APPLE INC,4.136
AMAT US Equity,APPLIED MATERIALS INC,7.1457
AAOI US Equity,APPLIED OPTOELECTRONICS INC,1.1604
ASFT US Equity,APPSOFT TECHNOLOGIES INC,-13.0976
APTR SS Equity,APPSPOTR AB,-13.0563
2054374D US Equity,APPYEA INC/SD, 
APTY US Equity,APT SYSTEMS INC, 
XRAY CN Equity,APTERYX IMAGING INC,-7.956
APTD LN Equity,APTITUDE SOFTWARE GROUP PLC,7.1558
AHCD US Equity,ARCHIVALCD INC, 
ALJXR FP Equity,ARCHOS,-5.6539
ARC LN Equity,ARCONTECH GROUP PLC,22.4731
ARGH CN Equity,ARGO CORP,41.5146
ASNT US Equity,ARIAS INTEL CORP, 
ANET US Equity,ARISTA NETWORKS INC,14.3762
ARLO US Equity,ARLO TECHNOLOGIES INC,0.2728
3664 TT Equity,ARRAY INC,1.6205
ARRAF US Equity,ARRIA NLG PLC,-9.5615
ARW US Equity,ARROW ELECTRONICS INC,3.6196
A6T GR Equity,ARTEC TECHNOLOGIES AG,20.1887
ARTD US Equity,ARTISTDIRECT INC,-93.8381
TLIK GR Equity,ARZNEIWERK AG VIDA,-45.0591
ASB PW Equity,ASBISC ENTERPRISES PLC,4.0293
ASCN SW Equity,ASCOM HOLDING AG-REG,5.0122
ASGN US Equity,ASGN INC,8.1419
ASML NA Equity,ASML HOLDING NV, 
2061517D US Equity,ASPEN TECHNOLOGY INC,12.1156
ACG1V FH Equity,ASPOCOMP GROUP OYJ,5.4373
APYI US Equity,ASPYRA INC,-18.3644
ASY FP Equity,ASSYSTEM,2.094
ASTO US Equity,ASTRO COMMUNICATIONS INC, 
ALOT US Equity,ASTRONOVA INC,4.7977
ASUR US Equity,ASURE SOFTWARE INC,-1.9634
ATEA NO Equity,ATEA ASA,5.4876
ATEME FP Equity,ATEME SA,5.1694
ATYG US Equity,ATLAS TECHNOLOGY GROUP INC,-112.9792
2207548D US Equity,ATLASSIAN CORP LTD-CL A, 
ATOM US Equity,ATOMERA INC, 
AOF GR Equity,ATOSS SOFTWARE SE,13.5396
AUB FP Equity,AUBAY,4.0599
AEYE US Equity,AUDIOEYE INC,-9.1181
3ITN GR Equity,AUDIUS SE,4.3777
ATS AV Equity,AUSTRIA TECHNOLOGIE & SYSTEM,1.829
AHRO US Equity,AUTHENTIC HOLDINGS INC,-114.7261
AUID US Equity,AUTHID INC, 
AVLR US Equity,AVALARA INC,11.617
AVYAQ US Equity,AVAYA HOLDINGS CORP,0.8654
AVEN SS Equity,AVENSIA AB,8.0291
AVPT US Equity,AVEPOINT INC, 
AVV LN Equity,AVEVA GROUP LTD,9.6595
AVNW US Equity,AVIAT NETWORKS INC,-3.8191
AVID US Equity,AVID TECHNOLOGY INC,-4.7396
AVSR US Equity,AVISTAR COMMUNICATIONS CORP,-58.4292
AVIX US Equity,AVIX TECHNOLOGIES INC, 
AVT US Equity,AVNET INC,4.1161
AVX US Equity,AVX CORP,6.6702
ACLS US Equity,AXCELIS TECHNOLOGIES INC, 
AXTI US Equity,AXT INC, 
AXTC US Equity,AXTIVE CORP,-53.0538
BEC IM Equity,B&C SPEAKERS SPA,5.576
SCDA US Equity,B-SCADA INC, 
B3 SS Equity,B3 CONSULTING GROUP AB,3.5161
AO9 GR Equity,BACKBONE TECHNOLOGY AG-BR, 
BP/H CN Equity,BACKSTAGEPLAY INC,-201.7923
BUSER SS Equity,BAMBUSER AB,-16.8723
BAND US Equity,BANDWIDTH INC-CLASS A,19.42
BO DC Equity,BANG & OLUFSEN A/S,3.4007
BGO LN Equity,BANGO PLC,1.2819
BRGS US Equity,BARRISTER GLOBAL SVCS NTWK,-3.0557
BSL GR Equity,BASLER AG,6.5738
BSSP US Equity,BASSLINE PRODUCTIONS INC, 
BAS1V FH Equity,BASWARE OY,2.5409
BESI NA Equity,BE SEMICONDUCTOR INDUSTRIES, 
BC8 GR Equity,BECHTLE AG,6.7086
BKS LN Equity,BEEKS FINANCIAL CLOUD GROUP,11.473
BLLI US Equity,BELL INDUSTRIES INC, 
BHE US Equity,BENCHMARK ELECTRONICS INC,3.7331
BNFT US Equity,BENEFITFOCUS INC,0.21
BSS GR Equity,BETA SYSTEMS SOFTWARE AG,4.1779
BEW CN Equity,BEWHERE HOLDINGS INC,8.1284
BGTK US Equity,BIG TOKEN INC, 
BIGG CN Equity,BIGG DIGITAL ASSETS INC, 
BSGC US Equity,BIGSTRING CORP,-166.1462
BILL US Equity,BILL HOLDINGS INC, 
MA10 GR Equity,BINECT AG,-28.3939
VISN/H CN Equity,BINOVI TECHNOLOGIES CORP,-29.5891
BKYI US Equity,BIO-KEY INTERNATIONAL INC,-25.6936
BRGX US Equity,BIOREGENX INC, 
BIZM US Equity,BIOZOOM INC, 
BTGN US Equity,BITCOIN GENERATION INC, 
BITTI FH Equity,BITTIUM OYJ,5.295
T0C GR Equity,BITTUBE INTERNATIONAL SE, 
BKTI US Equity,BK TECHNOLOGIES CORP,2.8193
BBBT US Equity,BLACK BIRD BIOTECH INC, 
BKI US Equity,BLACK KNIGHT INC,5.2091
BLKB US Equity,BLACKBAUD INC,3.6283
BB CN Equity,BLACKBERRY LTD,1.746
BIRD LN Equity,BLACKBIRD PLC,6.8052
BL US Equity,BLACKLINE INC,3.5195
BLN CN Equity,BLACKLINE SAFETY CORP,9.4147
BRTI US Equity,BLACKRIDGE TECHNOLOGY INTERN, 
BLTG LN Equity,BLANCCO TECHNOLOGY GROUP LTD,8.4214
BCDS US Equity,BLAQCLOUDS INC,146.4168
BITK CN Equity,BLOCKCHAINK2 CORP, 
BDRL US Equity,BLONDER TONGUE LABORATORIES,0.0086
PRSM LN Equity,BLUE PRISM GROUP LTD,9.5737
BKSD US Equity,BLUEPRINT TECHNOLOGIES INC, 
BMIT MV Equity,BMIT TECHNOLOGIES PLC, 
BWLK CN Equity,BOARDWALKTECH SOFTWARE CORP, 
BSY GR Equity,BOEWE SYSTEC AG,1.3461
BOGN US Equity,BOGEN COMMUNICATIONS INTL, 
BOGIO SS Equity,BOGIO TECHNOLOGIES AB,10.6242
BAH US Equity,BOOZ ALLEN HAMILTON HOLDINGS,6.0582
BOREF US Equity,BOREALIS EXPLORATION LTD, 
BRRN US Equity,BORN INC, 
EPAY US Equity,BOTTOMLINE TECHNOLOGIES INC/,4.1479
BOUV NO Equity,BOUVET ASA, 
BOX US Equity,BOX INC - CLASS A,-0.1476
BOXL US Equity,BOXLIGHT CORP - CLASS A,-0.8664
BPLI CN Equity,BPLI HOLDINGS INC,0.6811
BRAG CN Equity,BRAGG GAMING GROUP INC,-14.8422
BRSD LN Equity,BRANDSHIELD SYSTEMS LTD, 
BVTK US Equity,BRAVATEK SOLUTIONS INC, 
BLIN US Equity,BRIDGELINE DIGITAL INC,-61.4377
BTSR US Equity,BRIGHTSTAR INFORMATION TECH,-52.654
BRIX SS Equity,BRIOX AB,72.1956
AVGO US Equity,BROADCOM INC,4.5075
BVSN US Equity,BROADVISION INC,-316.8895
BRKO US Equity,BROKE OUT INC,647.8135
BSQR US Equity,BSQUARE CORP,-5.7592
BTXI US Equity,BTHC X INC, 
BTRS US Equity,BTRS HOLDINGS INC-CL 1, 
BUILD SS Equity,BUILDDATA GROUP AB,0.357
BIQ AU Equity,BUILDINGIQ INC-CDI,-7.4312
BND FP Equity,BUSINESS & DECISION,1.7914
BZWR US Equity,BUSINESS WARRIOR CORP, 
BYTE GA Equity,BYTE COMPUTER  S.A.,1.9212
CMI CN Equity,C-COM SATELLITE SYSTEMS INC,22.5486
CACI US Equity,CACI INTERNATIONAL INC -CL A,7.2385
CDNS US Equity,CADENCE DESIGN SYS INC,12.595
CSOC US Equity,CADUCEUS SOFTWARE SYSTEMS CO, 
CAG SS Equity,CAG GROUP AB,4.5862
CNO CN Equity,CALIFORNIA NANOTECHNOLOGIES,-9.2627
CALX US Equity,CALIX INC,-2.0216
CLWA US Equity,CALLWAVE INC,3.1612
CBEX US Equity,CAMBEX CORP,-123.65
CMBM US Equity,CAMBIUM NETWORKS CORP,2.8679
CMB LN Equity,CAMBRIA AFRICA PLC,-6.4451
COK GR Equity,CANCOM SE,5.6493
MNIA US Equity,CANNIS INC, 
CTLP US Equity,CANTALOUPE INC,-0.6612
CAP FP Equity,CAPGEMINI SE,4.0965
CAPC US Equity,CAPSTONE COMPANIES INC,7.4126
CARA NO Equity,CARASENT ASA,10.0436
AUTO CN Equity,CARBEEZA INC,-36.4091
CBRJ US Equity,CARBON RACE CORP,-1834.7706
EKG CN Equity,CARDIOCOMM SOLUTIONS INC,-48.8115
CXCQ US Equity,CARDXX INC, 
CCLD US Equity,CARECLOUD INC,3.236
CSPN CN Equity,CARESPAN HEALTH INC, 
CRVW US Equity,CAREVIEW COMMUNICATIONS INC,-43.4613
CRSM US Equity,CARSMARTT INC, 
CASSQ US Equity,CASA SYSTEMS INC,1.9053
CAS FP Equity,CAST SA,0.6602
CTP LN Equity,CASTLETON TECHNOLOGY PLC,5.0846
CSLT US Equity,CASTLIGHT HEALTH INC-B,-1.8619
CTYO US Equity,CATHAYONLINE INC, 
CBIT CN Equity,CATHEDRA BITCOIN INC, 
CBRAIN DC Equity,CBRAIN A/S,18.3186
CCUR US Equity,CCUR HOLDINGS INC,-0.5189
CDK US Equity,CDK GLOBAL II LLC,4.5832
CDW US Equity,CDW CORP/DE,5.8735
CESF US Equity,CE SOFTWARE INC, 
CEOS US Equity,CECORS INC, 
MLCEC FP Equity,CECURITY.COM,2.9824
CGM FP Equity,CEGEDIM SA,2.1547
CLBS LN Equity,CELEBRUS TECHNOLOGIES PLC,17.4221
CLTY US Equity,CELERITY SOLUTIONS INC, 
CLS CN Equity,CELESTICA INC,1.9696
CELL IM Equity,CELLULARLINE SPA, 
CSH GR Equity,CENIT AG,4.2817
CGSO US Equity,CENTERGISTIC SOLUTIONS INC,1.4335
CHL IM Equity,CENTRO HL DISTRIBUZIONE SPA,-1.4327
CTNK GR Equity,CENTROTHERM INTERNATIONAL AG,0.7127
CEK GR Equity,CEOTRONICS AG,2.2035
CRNC US Equity,CERENCE INC, 
CER LN Equity,CERILLION PLC,4.3499
CERN US Equity,CERNER CORP,8.6657
GIB/A CN Equity,CGI INC,8.6447
CCA AU Equity,CHANGE FINANCIAL LTD,-30.9013
CHNG US Equity,CHANGE HEALTHCARE INC, 
CHGT US Equity,CHANGING TECHNOLOGIES INC, 
ECOM US Equity,CHANNELADVISOR CORP,2.4296
CRGEQ US Equity,CHARGE ENTERPRISES INC, 
MLCHE FP Equity,CHEOPS TECHNOLOGY, 
CLAD US Equity,CHINA LIAONING DINGXU ECOLOG, 
CMNT US Equity,CHINA MULANS NANO TECHNOLOGY, 
ALCBX FP Equity,CIBOX INTER@CTIVE,5.157
CMXX US Equity,CIMETRIX INC,-3.335
CRTA LN Equity,CIRATA PLC,3.9473
CTO CN Equity,CIRCA ENTERPRISES INC,3.8016
CIRC IM Equity,CIRCLE SPA,5.349
CRLI US Equity,CIRCUIT RESEARCH LABS INC,1.5571
CRUS US Equity,CIRRUS LOGIC INC,6.0931
CSCO US Equity,CISCO SYSTEMS INC,4.0196
CISN US Equity,CISION LTD,1.1908
CNWT US Equity,CISTERA NETWORKS INC,-65.1329
CTXS US Equity,CITRIX SYSTEMS INC,7.2942
CLAV SS Equity,CLAVISTER HOLDING AB, 
CTEK CN Equity,CLEANTEK INDUSTRIES INC,-11.5017
CLFD US Equity,CLEARFIELD INC,16.3081
CLRO US Equity,CLEARONE INC,2.6744
CSYS US Equity,CLEARSTORY SYSTEMS INC,-27.3032
CLRI US Equity,CLEARTRONIC INC, 
CLE SM Equity,CLEVER GLOBAL SA,1.09
CLCI US Equity,CLIC TECHNOLOGY INC,0.8548
CLIS US Equity,CLICKSTREAM CORP, 
CBUY LN Equity,CLOUDBUY PLC,-18.9983
CALL LN Equity,CLOUDCALL GROUP LTD,-12.6723
CLDR US Equity,CLOUDERA INC,-0.3782
NET US Equity,CLOUDFLARE INC - CLASS A,33.9915
CLHI US Equity,CLST HOLDINGS INC,-6.3606
CMCOM NA Equity,CM.COM,1565.3667
CCMP US Equity,CMC MATERIALS LLC,4.7528
CML LN Equity,CML MICROSYSTEMS PLC,5.6962
CMEY US Equity,CMONEY INC, 
CBRI US Equity,CMTSU LIQUIDATION INC,-0.0653
CDRBQ US Equity,CODE REBEL CORP,32.2988
ALLEC FP Equity,COGELEC, 
CTSH US Equity,COGNIZANT TECH SOLUTIONS-A,8.0161
COHR US Equity,COHERENT CORP,1.9235
2150994D US Equity,COHERENT INC,5.6149
COH FP Equity,COHERIS SA,3.0104
COHU US Equity,COHU INC,1.8857
CLXS US Equity,COLLEXIS HOLDINGS INC, 
1876018D US Equity,COLOR IMAGING INC,3.0099
COLUM DC Equity,COLUMBUS A/S,6.0339
CGUD US Equity,COM-GUARD.COM INC, 
CMPY US Equity,COMEPAY INC, 
COTN SW Equity,COMET HOLDING AG-REG,4.5534
COMINT SS Equity,COMINTELLI AB, 
CBUIF US Equity,COMMODORE INTL LTD, 
COMM US Equity,COMMSCOPE HOLDING CO INC,1.6756
CSYT US Equity,COMMUNICATION SYNERGY TECHNO, 
CVLT US Equity,COMMVAULT SYSTEMS INC, 
CHS CN Equity,COMPREHENSIVE HEALTHCARE SYS, 
COP GR Equity,COMPUGROUP MEDICAL SE & CO K, 
CCC LN Equity,COMPUTACENTER PLC,4.7684
CMG CN Equity,COMPUTER MODELLING GROUP LTD,5.7677
CSVI US Equity,COMPUTER SERVICES INC,10.8677
COMS US Equity,COMSOVEREIGN HOLDING CORP,-7.8305
CMTL US Equity,COMTECH TELECOMMUNICATIONS,5.6641
SREV US Equity,CONCENTRIX SREV INC,-0.3913
CNC LN Equity,CONCURRENT TECHNOLOGIES PLC,9.5643
MLCNT FP Equity,CONSORT NT, 
CSU CN Equity,CONSTELLATION SOFTWARE INC,8.648
CONTX NO Equity,CONTEXTVISION AB, 
CTS CN Equity,CONVERGE TECHNOLOGY SOLUTION,2.4123
CRDL LN Equity,CORDEL GROUP PLC,-2.7039
CCRD US Equity,CORECARD CORP, 
CNS LN Equity,CORERO NETWORK SECURITY PLC,-9.3606
CRTG US Equity,CORETEC GROUP INC/THE, 
CSOD US Equity,CORNERSTONE ONDEMAND INC,2.7547
GLW US Equity,CORNING INC,2.716
CGLO US Equity,CORO GLOBAL INC, 
CPAH US Equity,COUNTERPATH CORP,-18.0586
COUP US Equity,COUPA SOFTWARE INC,5.2498
CPU2 GR Equity,CPU SOFTWAREHOUSE AG,4.2689
CXT US Equity,CRANE NXT CO,5.0398
CRW LN Equity,CRANEWARE PLC,11.0684
CRKM US Equity,CRANK MEDIA INC, 
CRAYN NO Equity,CRAYON GROUP HOLDING AS, 
CLXN SW Equity,CREALOGIX HOLDING AG-REG,3.3207
CXDO US Equity,CREXENDO INC,-1.6504
CCS PZ Equity,CROSSWORD CYBERSECURITY PLC,18.3053
CRWD US Equity,CROWDSTRIKE HOLDINGS INC - A,11.2875
CFISH SS Equity,CRUNCHFISH AB,3.1941
CSPI US Equity,CSP INC,3.6213
CTAC NA Equity,CTAC NV,3.4506
CTS US Equity,CTS CORP,5.9045
2464209D US Equity,CUBIC CORP,4.4415
CYR GR Equity,CYAN AG, 
CYBD US Equity,CYBER DIGITAL INC,-73.3699
CYPJ US Equity,CYBER OPERATIONS INC, 
CYRD US Equity,CYBERECORD INC, 
CKYS US Equity,CYBERKEY SOLUTIONS INC, 
CLOQ US Equity,CYBERLOQ TECHNOLOGIES INC, 
CYB IM Equity,CYBEROO SPA, 
CYRP US Equity,CYBRA CORP,-58.299
CYIO US Equity,CYIOS CORP,-83.463
CTEK US Equity,CYNERGISTEK LLC,4.3956
DBO CN Equity,D-BOX TECHNOLOGIES INC,0.2279
DGIF US Equity,D7 ENTERPRISES INC, 
DJCO US Equity,DAILY JOURNAL CORP,3.7324
DAKT US Equity,DAKTRONICS INC,3.4127
MLDAM FP Equity,DAMARIS, 
DANTB DC Equity,DANTAX A/S-B SHS,10.2284
DSY FP Equity,DASSAULT SYSTEMES SE,8.5595
DCM CN Equity,DATA COMMUNICATIONS MANAGEME,-0.2077
DDB CN Equity,DATA DEPOSIT BOX INC,-4.5613
DTEV US Equity,DATA EVOLUTION HOLDINGS INC, 
DAIO US Equity,DATA I/O CORP,4.6408
DAM GR Equity,DATA MODUL AG,5.3191
DTST US Equity,DATA STORAGE CORP,-3.1207
ATDS US Equity,DATA443 RISK MITIGATION INC, 
DAC/H CN Equity,DATABLE TECHNOLOGY CORP,-33.6892
DDOG US Equity,DATADOG INC - CLASS A,26.438
D6H GR Equity,DATAGROUP SE,2.2692
DLE ID Equity,DATALEX PLC,-4.9098
DLGI US Equity,DATALOGIC INTERNATIONAL INC,1.6108
DAL IM Equity,DATALOGIC SPA,3.4421
DM CN Equity,DATAMETREX AI LTD,-16.7803
DTRK US Equity,DATATRAK INTERNATIONAL INC, 
DVLT US Equity,DATAVAULT AI INC,-77.4714
DAY US Equity,DAYFORCE INC,1.4541
DBA IM Equity,DBA GROUP SPA,1.7638
DLAD US Equity,DEALERADVANCE INC, 
DLS CN Equity,DEALNET CAPITAL CORP,0.8094
DRSV US Equity,DEBT RESOLVE INC, 
DECN US Equity,DECISION DIAGNOSTICS CORP,-7.2219
DPSI US Equity,DECISIONPOINT SYSTEMS INC/CA,-2.8655
PITE IM Equity,DEDA SPA,4.6209
DEDAL FP Equity,DEDALUS FRANCE SACA,1.4657
DPFD US Equity,DEEP FIELD TECHNOLOGIES-CL A, 
DFX LN Equity,DEFENX PLC,-10.5163
DGMA US Equity,DEGAMA SOFTWARE SOLUTIONS IN, 
DLPX US Equity,DELPHAX TECHNOLOGIES INC,0.6423
DSG CN Equity,DESCARTES SYSTEMS GRP/THE,16.449
DM US Equity,DESKTOP METAL INC-A, 
FARM CN Equity,DEVERON CORP,4.2522
DVT FP Equity,DEVOTEAM SAS,4.4844
DEVPB SS Equity,DEVPORT AB,5.8404
DGB NA Equity,DGB GROUP NV, 
DHH IM Equity,DHH SPA,3.4769
DIAH SS Equity,DIADROM HOLDING AB, 
DIGAF US Equity,DIGATRADE FINANCIAL CORP, 
DGII US Equity,DIGI INTERNATIONAL INC,7.8653
DIGIA FH Equity,DIGIA OYJ,4.2224
DGLT US Equity,DIGILITI MONEY GROUP INC,-6.9819
DMRC US Equity,DIGIMARC CORP,32.115
9990824D US Equity,DIGITAL ALLY INC/NV, 
DGLY US Equity,DIGITAL ALLY INC/NV,-10.9563
DLOC US Equity,DIGITAL LOCATIONS INC, 
APPS US Equity,DIGITAL TURBINE INC,1.7895
DGV IM Equity,DIGITAL VALUE SPA,2.117
DIG IM Equity,DIGITAL360 SPA,2.1951
DGIV US Equity,DIGITCOM INTERACTIVE VIDEO, 
DIGI US Equity,DIGITILITI INC, 
DSG LN Equity,DILLISTONE GROUP PLC,2.4318
DIOD US Equity,DIODES INC,4.8807
DSCV LN Equity,DISCOVERIE GROUP PLC,4.1463
DSVTF US Equity,DIVESTCO INC - CL A, 
DIVIOB SS Equity,DIVIO TECHNOLOGIES AB, 
DMHI US Equity,DMH INTERNATIONAL INC, 
DCBO CN Equity,DOCEBO INC, 
DOCU US Equity,DOCUSIGN INC,5.1992
DOMO US Equity,DOMO INC - CLASS B,-6.6706
DONE SS Equity,DONE.AI GROUP AB, 
DFIN US Equity,DONNELLEY FINANCIAL SOLUTION,3.6012
DORO SS Equity,DORO AB, 
DOTD LN Equity,DOTDIGITAL GROUP PLC,19.9838
DVAR US Equity,DOVARRI INC, 
DOX IM Equity,DOXEE SPA, 
DBX US Equity,DROPBOX INC-CLASS A,2.5185
DROR US Equity,DROR ORTHO-DESIGN INC, 
DSPG US Equity,DSP GROUP INC,3.8038
DUSYF US Equity,DUESENBERG TECHNOLOGIES INC, 
DUOT US Equity,DUOS TECHNOLOGIES GROUP INC,-9.0005
DXC US Equity,DXC TECHNOLOGY CO,1
DXSP PZ Equity,DXS INTERNATIONAL PLC,7.8835
KAS CN Equity,DYNAMITE BLOCKCHAIN CORP,-2348.8507
DYSL US Equity,DYNASIL CORP OF AMERICA,2.7476
DT US Equity,DYNATRACE INC,0.3314
DYNE US Equity,DYNTEK INC,-8.1379
DZSIQ US Equity,DZS INC,2.438
EBYH US Equity,E-BUY HOME INC, 
EDTA US Equity,E-DATA CORPORATION, 
EMNC US Equity,E-MONEE.COM INC, 
SPOT CN Equity,EARTHLABS INC, 
EATR US Equity,EASTERN ASTERIA INC, 
ESY GR Equity,EASY SOFTWARE AG,2.1835
EBIXQ US Equity,EBIX INC,4.6096
ECK LN Equity,ECKOH PLC,4.9389
ESSI US Equity,ECO SCIENCE SOLUTIONS INC, 
ECGS US Equity,ECO-GROWTH STRATEGIES INC, 
KN1 GR Equity,ECOUNION AG,-17.4364
ECSC LN Equity,ECSC GROUP PLC, 
ECUI US Equity,ECUITY INC, 
EGIL US Equity,EDGETECH INTERNATIONAL INC, 
YFI CN Equity,EDGEWATER WIRELESS SYSTEMS I,-76.1537
EGIOQ US Equity,EDGIO INC,1.449
EFOT US Equity,EFOTOXPRESS INC, 
EGAN US Equity,EGAIN CORP,-2.9652
EKI FP Equity,EKINOPS,2.0395
ESTC US Equity,ELASTIC NV,9.3861
ELCO US Equity,ELCOM INTERNATIONAL INC,-61.3143
ELCO LN Equity,ELECO PLC,5.5847
ETCIA US Equity,ELECTR TELE-COMMUNCTN, 
EOSC US Equity,ELECTRO-OPTICAL SYSTEMS CORP, 
ELST US Equity,ELECTRONIC SYSTEMS TECHNOLOG, 
ELES IM Equity,ELES SEMICONDUCTOR EQUIPMENT, 
ECT/H CN Equity,ELLIPSIZ COMMUNICATIONS LTD,-1.6998
ELMN SW Equity,ELMA ELECTRONIC AG-REG,3.8689
